广告名称,货币,"已花费金额 (USD)",单次点击费用（全部）,购物次数,单次购物费用,ROAS,报告开始日期,报告结束日期
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_DHR_01A,USD,0.99,0.99,,,0,2026-05-26,2026-05-26
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_46A,USD,24.04,1.33555556,,,0,2026-05-26,2026-05-26
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_42A,USD,28.88,2.06285714,,,0,2026-05-26,2026-05-26
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_DHR_02A,USD,18.23,2.60428571,,,0,2026-05-26,2026-05-26
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_DHR_07A,USD,3.68,3.68,,,0,2026-05-26,2026-05-26
"20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_42A - Copy",USD,4.36,4.36,,,0,2026-05-26,2026-05-26
20260112_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_mia_44A,USD,0.07,0,,,0,2026-05-26,2026-05-26
20260112_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_mia_93A,USD,0.55,0,,,0,2026-05-26,2026-05-26
20260112_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_mia_92A,USD,3.43,3.43,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_27A,USD,2.47,1.235,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_FL_50A,USD,22.47,4.494,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_33A,USD,9.67,0.967,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_FL_49A,USD,26.71,2.671,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_28A,USD,5.29,1.3225,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_mia_43A,USD,4.01,1.33666667,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_mia_41A,USD,0.7,0.7,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_mia_42A,USD,1.23,0,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_31A,USD,9.03,4.515,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_30A,USD,23.61,2.95125,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_26A,USD,1.8,0,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_29A,USD,22.16,3.69333333,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_32A,USD,9.77,2.4425,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_34A,USD,2.06,2.06,,,0,2026-05-26,2026-05-26
"20260515_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_mia_41A - Copy",USD,0.08,0,,,0,2026-05-26,2026-05-26
"20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_35A - Copy",USD,0.05,0,,,0,2026-05-26,2026-05-26
"20260515_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_mia_42A - Copy",USD,18.39,2.29875,,,0,2026-05-26,2026-05-26
"20260520_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_04A - Copy 3",USD,2.81,1.405,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-girl3_LVL1-typeface_RS-P2X1R2C1_095KB_DHR_FL_JR_RMG-3525XB,USD,1.4,0.46666667,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-girl1_LVL1-typeface_RS-P2X1R2C1_095KB_DHR_FL_JR_RMG-3525XA,USD,2.54,0,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-girl2_LVL1-typeface_RS-P2X1R2C1_095KB_DHR_FL_JR_RMG-3525XB,USD,1.03,0,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-FUPA_LVL1-typeface_RS-P2X1R1C1_095KB_FL_JL_RMG-4084D,USD,3.56,0,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-FUPA_LVL1-typeface_RS-P2X1R1C1_095KB_FL_JL_RMG-4084A,USD,3,3,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-FUPA_LVL1-typeface_RS-P2X1R1C1_095KB_FL_JL_RMG-4084B,USD,0.3,0,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-FUPA_LVL1-typeface_RS-P2X1R1C1_095KB_FL_JL_RMG-4084C,USD,5.81,1.162,,,0,2026-05-26,2026-05-26
20260519_JustFit_EN_9x16_FX-Slim_ZT-fat1_LVL1-typeface_RS-P2X1R2C1_095KB_DHR_FL_JR_RMG-3525XE,USD,1.49,0,,,0,2026-05-26,2026-05-26
20260519_JustFit_EN_9x16_FX-Slim_ZT-fat2_LVL2-typeface_RS-P2X1R2C1_095KB_DHR_FL_JR_RMG-3525XE,USD,1.06,0,,,0,2026-05-26,2026-05-26
20260519_JustFit_EN_9x16_FX-Slim_ZT-fat7_LVL1-typeface_RS-P2X1R2C1_095KB_DHR_FL_JR_RMG-3525XE,USD,4.35,0,,,0,2026-05-26,2026-05-26
"20260520_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_04A - Copy 4",USD,5.05,2.525,,,0,2026-05-26,2026-05-26
20260518_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_fl_dhr_WZC_07A,USD,6.85,1.37,,,0,2026-05-26,2026-05-26
20260519_JustFit_EN_720x1280_FX-Ai_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_21A,USD,4.7,0.5875,,,0,2026-05-26,2026-05-26
20260519_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_12A,USD,0.02,0,,,0,2026-05-26,2026-05-26
20260518_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_fl_dhr_WZC_15A,USD,0.01,0,,,0,2026-05-26,2026-05-26
20260518_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_fl_WZC_13A,USD,5.54,2.77,,,0,2026-05-26,2026-05-26
20260518_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_fl_WZC_11A,USD,0,0,,,0,2026-05-26,2026-05-26
"20260519_JustFit_EN_720x1280_FX-Ai_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_19A - Copy",USD,2.05,0,,,0,2026-05-26,2026-05-26
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_068A,USD,23.62,1.57466667,,,0,2026-05-26,2026-05-26
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_069A,USD,6.22,1.555,,,0,2026-05-26,2026-05-26
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_062A,USD,2.04,1.02,,,0,2026-05-26,2026-05-26
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_067A,USD,5.71,0.95166667,,,0,2026-05-26,2026-05-26
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_100A,USD,30.98,1.63052632,,,0,2026-05-26,2026-05-26
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_099A,USD,23.21,1.78538462,,,0,2026-05-26,2026-05-26
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_061A,USD,8.88,1.11,,,0,2026-05-26,2026-05-26
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_098A,USD,3.73,1.24333333,,,0,2026-05-26,2026-05-26
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_066A,USD,15.65,3.13,,,0,2026-05-26,2026-05-26
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_064A,USD,14.4,2.4,,,0,2026-05-26,2026-05-26
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_065A,USD,8.34,8.34,,,0,2026-05-26,2026-05-26
20260515_JustFit_EN_9x16_FX-Slim_ZT-workout_LVL1-typeface_RS-P2X1R1C1_095KB-FL-CN-DHR_RMG-4083X,USD,5.34,0.59333333,,,0,2026-05-26,2026-05-26
"20260515_JustFit_EN_9x16_FX-Slim_ZT-workout_LVL1-typeface_RS-P2X1R1C1_095KB-FL-CN-DHR_RMG-4083S - Copy",USD,6.39,0.91285714,,,0,2026-05-26,2026-05-26
20260128_Justfit_EN_720x1280_FX-Slim_ZT-bedworkout_LVL1_typeface_RS-P2X1R1C3_FL_WZC_12A,USD,7.66,3.83,,,0,2026-05-26,2026-05-26
