广告名称,货币,"已花费金额 (USD)",单次点击费用（全部）,购物次数,单次购物费用,ROAS,报告开始日期,报告结束日期
"20260520_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_WZC_08A - Copy 2",USD,30.1,2.73636364,2,15.05,1.88936877,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_16A,USD,19.44,1.38857143,2,9.72,2.0781893,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_14A,USD,27.28,1.18608696,2,13.64,0.80351906,2026-05-23,2026-05-23
20260518_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_08A,USD,106.88,2.672,1,106.88,0.12733907,2026-05-23,2026-05-23
20260511_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_fl_WZC_01A,USD,12.84,2.14,1,12.84,1.18302181,2026-05-23,2026-05-23
"20260511_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_11A - Copy",USD,12.03,0.70764706,1,12.03,1.68994181,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_15A,USD,18.13,3.626,1,18.13,0.40761169,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_07A,USD,28.41,7.1025,1,28.41,1.31467793,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_02A,USD,22.61,2.261,1,22.61,0.67182663,2026-05-23,2026-05-23
"20260520_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_02A - Copy",USD,9.36,4.68,1,9.36,0.74679487,2026-05-23,2026-05-23
20260123_Justfit_EN_720x1280_FX-Slim_ZT-bedworkout_LVL1_typeface_RS-P2X1R1C3_FL_WZC_05A,USD,29.84,2.48666667,1,29.84,0.23223861,2026-05-23,2026-05-23
20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_WZC_10A,USD,23,7.66666667,1,23,0.33869565,2026-05-23,2026-05-23
20251203_JustFit_EN_9x16_FX-Slim_ZT-AImusic3-kaitey_LVL1-typeface_RS-P2X1R1C1_095KB-YD,USD,3.05,3.05,1,3.05,1.68852459,2026-05-23,2026-05-23
20260211_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_FL_DHR_19A,USD,10.35,2.5875,1,10.35,0.89661836,2026-05-23,2026-05-23
20260515_JustFit_EN_9x16_FX-Slim_ZT-workout_LVL1-typeface_RS-P2X1R1C1_095KB-FL-CN-DHR_RMG-4083R,USD,18.17,1.39769231,1,18.17,1.11887727,2026-05-23,2026-05-23
20260518_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_fl_dhr_WZC_14A,USD,20.94,1.30875,1,20.94,0.97086915,2026-05-23,2026-05-23
20260518_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_fl_WZC_13A,USD,17.61,0.76565217,1,17.61,0.39239069,2026-05-23,2026-05-23
20260518_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_fl_WZC_05A,USD,3.28,1.64,1,3.28,4.63109756,2026-05-23,2026-05-23
20260515_JustFit_EN_9x16_FX-Slim_ZT-workout_LVL1-typeface_RS-P2X1R1C1_095KB-FL-CN-DHR_RMG-4083T,USD,6.8,1.13333333,1,6.8,5.43970588,2026-05-23,2026-05-23
20260512_JustFit_EN_720x1280_FX-Ai_ZT-coach_LVL1_typeface_RS-P2X3R1C2_DHR_08A,USD,0.1,0,,,0,2026-05-23,2026-05-23
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_088A,USD,2.36,1.18,,,0,2026-05-23,2026-05-23
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_093A,USD,15.44,1.544,,,0,2026-05-23,2026-05-23
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_087A,USD,4.81,0.962,,,0,2026-05-23,2026-05-23
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_094A,USD,15.4,3.85,,,0,2026-05-23,2026-05-23
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_089A,USD,5.72,1.43,,,0,2026-05-23,2026-05-23
20260515_JustFit_EN_720x1280_FX-Plot_ZT-dailyyoga_LVL1_typeface_RS-P2X1R1C5_WZC_03A,USD,0.73,0,,,0,2026-05-23,2026-05-23
20260518_JustFit_EN_720x1280_FX-Ai_ZT-coach_LVL1_typeface_RS-P2X3R1C2_DHR_05A,USD,9.82,9.82,,,0,2026-05-23,2026-05-23
20260518_JustFit_EN_720x1280_FX-Ai_ZT-coach_LVL1_typeface_RS-P2X3R1C2_DHR_01A,USD,0.1,0,,,0,2026-05-23,2026-05-23
20260518_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_06A,USD,13.55,1.355,,,0,2026-05-23,2026-05-23
20260518_JustFit_EN_720x1280_FX-Ai_ZT-coach_LVL1_typeface_RS-P2X3R1C2_DHR_03A,USD,3.13,0,,,0,2026-05-23,2026-05-23
20260518_JustFit_EN_720x1280_FX-Ai_ZT-coach_LVL1_typeface_RS-P2X3R1C2_DHR_02A,USD,3.09,0,,,0,2026-05-23,2026-05-23
20260518_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_14A,USD,15.67,5.22333333,,,0,2026-05-23,2026-05-23
20260518_JustFit_EN_720x1280_FX-Ai_ZT-coach_LVL1_typeface_RS-P2X3R1C2_DHR_04A,USD,34.92,2.49428571,,,0,2026-05-23,2026-05-23
"20260511_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_13A - Copy",USD,1.95,0.975,,,0,2026-05-23,2026-05-23
"20260512_JustFit_EN_720x1280_FX-Ai_ZT-coach_LVL1_typeface_RS-P2X3R1C2_DHR_08A - Copy",USD,20.3,0.8826087,,,0,2026-05-23,2026-05-23
"20260518_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_08A - Copy",USD,21,1.75,,,0,2026-05-23,2026-05-23
"20260511_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_13A - Copy 2",USD,4.58,4.58,,,0,2026-05-23,2026-05-23
"20260511_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_11A - Copy 2",USD,22.03,0.84730769,,,0,2026-05-23,2026-05-23
"20260512_JustFit_EN_720x1280_FX-Ai_ZT-coach_LVL1_typeface_RS-P2X3R1C2_DHR_08A - Copy 2",USD,4.44,1.11,,,0,2026-05-23,2026-05-23
20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_03A,USD,1.76,0.58666667,,,0,2026-05-23,2026-05-23
20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_WZC_10A,USD,9.29,3.09666667,,,0,2026-05-23,2026-05-23
20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_02A,USD,17.49,1.749,,,0,2026-05-23,2026-05-23
20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_01A,USD,4.32,4.32,,,0,2026-05-23,2026-05-23
20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_03A,USD,21.35,1.94090909,,,0,2026-05-23,2026-05-23
20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_WZC_12A,USD,1.72,0,,,0,2026-05-23,2026-05-23
20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_06A,USD,8.07,1.15285714,,,0,2026-05-23,2026-05-23
20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_WZC_09A,USD,23.19,1.28833333,,,0,2026-05-23,2026-05-23
20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_05A,USD,5.34,1.335,,,0,2026-05-23,2026-05-23
20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_WZC_11A,USD,2.42,0,,,0,2026-05-23,2026-05-23
20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_WZC_08A,USD,10.72,10.72,,,0,2026-05-23,2026-05-23
20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_WZC_07A,USD,9.77,3.25666667,,,0,2026-05-23,2026-05-23
20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_04A,USD,10.52,10.52,,,0,2026-05-23,2026-05-23
"20260518_JustFit_EN_720x1280_FX-Ai_ZT-coach_LVL1_typeface_RS-P2X3R1C2_DHR_04A - Copy 2",USD,10.48,3.49333333,,,0,2026-05-23,2026-05-23
"20260518_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_08A - Copy 2",USD,15.15,5.05,,,0,2026-05-23,2026-05-23
20251201_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_FL_WZC_129B,USD,12.95,2.59,,,0,2026-05-23,2026-05-23
20260128_Justfit_EN_720x1280_FX-Slim_ZT-bedworkout_LVL1_typeface_RS-P2X1R1C3_FL_WZC_06B,USD,4.91,0.982,,,0,2026-05-23,2026-05-23
20260511_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_fl_WZC_11A,USD,19.2,3.84,,,0,2026-05-23,2026-05-23
20260518_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_fl_WZC_02A,USD,4.98,4.98,,,0,2026-05-23,2026-05-23
20260518_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_fl_WZC_12A,USD,6.26,1.252,,,0,2026-05-23,2026-05-23
"20260511_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_13A - Copy",USD,3.77,0.9425,,,0,2026-05-23,2026-05-23
"20260512_JustFit_EN_720x1280_FX-Ai_ZT-coach_LVL1_typeface_RS-P2X3R1C2_DHR_08A - Copy",USD,3.37,1.12333333,,,0,2026-05-23,2026-05-23
"20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_04A - Copy",USD,0.13,0,,,0,2026-05-23,2026-05-23
"20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_05A - Copy",USD,1.84,0.92,,,0,2026-05-23,2026-05-23
"20260522_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_03A - Copy",USD,0.76,0.38,,,0,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_04A,USD,14.16,2.36,,,0,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_14A,USD,0,0,,,0,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_02A,USD,5.92,5.92,,,0,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_05A,USD,2,0,,,0,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_03A,USD,20.79,5.1975,,,0,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_01A,USD,13.13,6.565,,,0,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_11A,USD,7.68,3.84,,,0,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_12A,USD,0.32,0,,,0,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_02A,USD,3.82,0,,,0,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_03A,USD,0.17,0,,,0,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_01A,USD,19.99,1.53769231,,,0,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_04A,USD,0.81,0,,,0,2026-05-23,2026-05-23
20260521_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_05A,USD,0.68,0,,,0,2026-05-23,2026-05-23
20260514_JustFit_EN_9x16_FX-Slim_ZT-workout_LVL1-typeface_RS-P2X1R1C1_095KB-CN_RMG-4085V,USD,6.29,0,,,0,2026-05-23,2026-05-23
20260514_JustFit_EN_9x16_FX-Slim_ZT-bedworkout_LVL1-typeface_RS-P2X1R1C1_095KB-FL-CN-DHR_RMG-4085N,USD,4.7,1.56666667,,,0,2026-05-23,2026-05-23
20260514_JustFit_EN_9x16_FX-Slim_ZT-workout_LVL1-typeface_RS-P2X1R1C1_095KB-CN_RMG-4085U,USD,0.56,0.28,,,0,2026-05-23,2026-05-23
20260514_JustFit_EN_9x16_FX-Slim_ZT-workout_LVL1-typeface_RS-P2X1R1C1_095KB-CN_RMG-4085P,USD,0.72,0.72,,,0,2026-05-23,2026-05-23
20260514_JustFit_EN_9x16_FX-Slim_ZT-workout_LVL1-typeface_RS-P2X1R1C1_095KB-CN_RMG-4085R,USD,10.67,3.55666667,,,0,2026-05-23,2026-05-23
20260514_JustFit_EN_9x16_FX-Slim_ZT-bedworkout_LVL1-typeface_RS-P2X1R1C1_095KB-FL-CN-DHR_RMG-4085M,USD,0.85,0,,,0,2026-05-23,2026-05-23
20260514_JustFit_EN_9x16_FX-Slim_ZT-workout_LVL1-typeface_RS-P2X1R1C1_095KB-CN_RMG-4085W,USD,12.85,2.14166667,,,0,2026-05-23,2026-05-23
20260514_JustFit_EN_9x16_FX-Slim_ZT-workout_LVL1-typeface_RS-P2X1R1C1_095KB-CN_RMG-4085S,USD,0.03,0,,,0,2026-05-23,2026-05-23
20260514_JustFit_EN_9x16_FX-Slim_ZT-bedworkout_LVL1-typeface_RS-P2X1R1C1_095KB-FL-CN-DHR_RMG-4085O,USD,0.24,0,,,0,2026-05-23,2026-05-23
20260514_JustFit_EN_9x16_FX-Slim_ZT-workout_LVL1-typeface_RS-P2X1R1C1_095KB-CN_RMG-4085Q,USD,0.15,0,,,0,2026-05-23,2026-05-23
20260515_JustFit_EN_9x16_FX-Slim_ZT-workout_LVL1-typeface_RS-P2X1R1C1_095KB-FL-CN-DHR_RMG-4083I,USD,0.41,0,,,0,2026-05-23,2026-05-23
20260515_JustFit_EN_9x16_FX-Slim_ZT-workout_LVL1-typeface_RS-P2X1R1C1_095KB-FL-CN-DHR_RMG-4083H,USD,0.37,0,,,0,2026-05-23,2026-05-23
20260515_JustFit_EN_9x16_FX-Slim_ZT-workout_LVL1-typeface_RS-P2X1R1C1_095KB-FL-CN-DHR_RMG-4083J,USD,0.15,0,,,0,2026-05-23,2026-05-23
20260515_JustFit_EN_9x16_FX-Slim_ZT-workout_LVL1-typeface_RS-P2X1R1C1_095KB-FL-CN-DHR_RMG-4083K,USD,10.37,1.29625,,,0,2026-05-23,2026-05-23
20260206_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C1_LLX_pingme_165A,USD,6.07,0,,,0,2026-05-23,2026-05-23
20260206_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C1_LLX_pingme_173A,USD,21.94,4.388,,,0,2026-05-23,2026-05-23
20260206_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C1_LLX_pingme_163A,USD,3.26,3.26,,,0,2026-05-23,2026-05-23
20260213_JustFit_EN_9x16_FX-Slim_ZT-woman2-2_LVL1-typeface_RS-P2X1R2C1_095KB_DHR_FL_JR_RMG-653B,USD,11.16,1.395,,,0,2026-05-23,2026-05-23
20260213_Justfit_EN_720x1280_FX-Slim_ZT-bedworkout_LVL1_typeface_RS-P2X1R1C3_FL_WZC_20A,USD,5.63,1.87666667,,,0,2026-05-23,2026-05-23
20260214_Justfit_EN_720x1280_FX-Slim_ZT-bedworkout_LVL1_typeface_RS-P2X1R1C3_FL_WZC_02A,USD,14.69,2.44833333,,,0,2026-05-23,2026-05-23
20260224_JustFit_EN_9x16_FX-Slim_ZT-woman4_LVL1-typeface_RS-P2X1R2C1_095KB_DHR_FL_JR_RMG-653K,USD,14.89,4.96333333,,,0,2026-05-23,2026-05-23
20260224_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_mia_DHR_03A,USD,10.05,2.5125,,,0,2026-05-23,2026-05-23
20260224_Justfit_EN_720x1280_FX-Slim_ZT-bedworkout_LVL1_typeface_RS-P2X1R1C3_FL_WZC_04A,USD,6.6,3.3,,,0,2026-05-23,2026-05-23
20260225_Justfit_EN_720x1280_FX-Slim_ZT-bedworkout_LVL1_typeface_RS-P2X1R1C3_FL_WZC_05A,USD,17.51,17.51,,,0,2026-05-23,2026-05-23
20260226_JustFit_EN_9x16_FX-Slim_ZT-FUPA3_LVL1-typeface_RS-P2X1R2C1_095KB_LLX_JR_RMG-1288C,USD,7.69,0,,,0,2026-05-23,2026-05-23
20260226_Justfit_EN_720x1280_FX-Slim_ZT-bedworkout_LVL1_typeface_RS-P2X1R1C3_WZC_21A,USD,6.14,0,,,0,2026-05-23,2026-05-23
20260226_Justfit_EN_720x1280_FX-Slim_ZT-bedworkout_LVL1_typeface_RS-P2X1R1C3_WZC_24A,USD,1.28,1.28,,,0,2026-05-23,2026-05-23
20260227_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_DHR_FL_05A,USD,21.84,1.68,,,0,2026-05-23,2026-05-23
20260228_JustFit_EN_9x16_FX-Slim_ZT-girl5_LVL1-typeface_RS-P2X1R2C1_095KB_HL_DHR_JR_RMG-1382E,USD,8.21,2.73666667,,,0,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_12A,USD,8.78,2.92666667,,,0,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_09A,USD,14.38,7.19,,,0,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_23A,USD,0.37,0,,,0,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_06A,USD,1.68,0,,,0,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_10A,USD,7.27,3.635,,,0,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_11A,USD,13.71,0,,,0,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_08A,USD,23.09,1.64928571,,,0,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_13A,USD,5.8,2.9,,,0,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_15A,USD,0.04,0,,,0,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_01A,USD,0.16,0,,,0,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_14A,USD,19.46,1.02421053,,,0,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_10A,USD,19.12,1.195,,,0,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_03A,USD,0.56,0,,,0,2026-05-23,2026-05-23
20260520_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_02A,USD,0.25,0,,,0,2026-05-23,2026-05-23
20260206_JustFit_EN_9x16_FX-Slim_ZT-woman1_LVL1-typeface-GCC_RS-P2X1R2C1_095KB_DHR_FL_JR_RMG-867,USD,14.96,1.66222222,,,0,2026-05-23,2026-05-23
20260206_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_FL_DHR_05B,USD,0.68,0,,,0,2026-05-23,2026-05-23
20260206_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_FL_DHR_12A,USD,0.54,0,,,0,2026-05-23,2026-05-23
20260206_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_FL_DHR_05A,USD,17.44,2.18,,,0,2026-05-23,2026-05-23
20260206_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_FL_129A,USD,3.06,0,,,0,2026-05-23,2026-05-23
20260206_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_25A,USD,2.46,0,,,0,2026-05-23,2026-05-23
20260206_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C1_LLX_pingme_176A,USD,12.03,2.005,,,0,2026-05-23,2026-05-23
20260206_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C1_LLX_pingme_165A,USD,1.36,0,,,0,2026-05-23,2026-05-23
20260206_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C1_LLX_pingme_173A,USD,3.63,1.21,,,0,2026-05-23,2026-05-23
20260206_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C1_LLX_pingme_191A,USD,10.29,2.058,,,0,2026-05-23,2026-05-23
20260206_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C1_LLX_pingme_163A,USD,0.63,0,,,0,2026-05-23,2026-05-23
20260213_JustFit_EN_9x16_FX-Slim_ZT-021301-GYM_LVL1-typeface_RS-P2X1R1C1_DHR-CN_RMG-895P,USD,13.35,1.90714286,,,0,2026-05-23,2026-05-23
