广告名称,货币,"已花费金额 (USD)",单次点击费用（全部）,购物次数,单次购物费用,ROAS,报告开始日期,报告结束日期
20260529_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_DHR_47A,USD,31.85,1.09827586,,,0,2026-06-04,2026-06-04
20260529_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_69A,USD,9.65,4.825,,,0,2026-06-04,2026-06-04
20260529_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_56A,USD,14.11,2.822,,,0,2026-06-04,2026-06-04
20260529_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_69A,USD,9.32,2.33,,,0,2026-06-04,2026-06-04
20260603_JustFit_EN_720x1280_FX-Hidden_ZT-Lazy_LVL1-Real_LVL2-workoutgame_LVL3-Bed_RS-P2X3R1C2_FL_DHR_12A,USD,10.42,1.48857143,,,0,2026-06-04,2026-06-04
20260603_JustFit_EN_720x1280_FX-Hidden_ZT-Lazy_LVL1-Real_LVL2-Fupa_LVL3-Bed_RS-P2X3R1C2_FL_DHR_09A,USD,7.6,7.6,,,0,2026-06-04,2026-06-04
20260603_JustFit_EN_720x1280_FX-POV_ZT-Lazy_LVL1-Real_LVL2-Fupa_LVL3-Bed_RS-P2X3R1C2_FL_DHR_01A,USD,18.93,1.893,,,0,2026-06-04,2026-06-04
20260603_JustFit_EN_720x1280_FX-Hidden_ZT-Lazy_LVL1-Real_LVL2-workoutgame_LVL3-Bed_RS-P2X3R1C2_FL_DHR_11A,USD,5.81,0,,,0,2026-06-04,2026-06-04
20260603_JustFit_EN_720x1280_FX-POV_ZT-Lazy_LVL1-Real_LVL2-workoutgame_LVL3-Bed_RS-P2X3R1C2_FL_DHR_05A,USD,8.28,4.14,,,0,2026-06-04,2026-06-04
20260603_JustFit_EN_720x1280_FX-POV_ZT-Lazy_LVL1-Real_LVL2-Fupa_LVL3-Bed_RS-P2X3R1C2_FL_DHR_02A,USD,11.61,2.9025,,,0,2026-06-04,2026-06-04
20260603_JustFit_EN_720x1280_FX-POV_ZT-Lazy_LVL1-Real_LVL2-Fupa_LVL3-Bed_RS-P2X3R1C2_FL_DHR_03A,USD,8.18,2.72666667,,,0,2026-06-04,2026-06-04
20260603_JustFit_EN_720x1280_FX-POV_ZT-Lazy_LVL1-Real_LVL2-Fupa_LVL3-Bed_RS-P2X3R1C2_FL_DHR_04A,USD,17.22,2.87,,,0,2026-06-04,2026-06-04
20260603_JustFit_EN_720x1280_FX-POV_ZT-Lazy_LVL1-Real_LVL2-workoutgame_LVL3-Bed_RS-P2X3R1C2_FL_DHR_06A,USD,3.34,3.34,,,0,2026-06-04,2026-06-04
20260603_JustFit_EN_720x1280_FX-POV_ZT-Lazy_LVL1-Real_LVL2-workoutgame_LVL3-Bed_RS-P2X3R1C2_FL_DHR_07A,USD,11.7,2.34,,,0,2026-06-04,2026-06-04
"20260529_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_DHR_47A - Copy",USD,23.51,2.93875,,,0,2026-06-04,2026-06-04
"20260529_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_56A - Copy",USD,1.4,0.7,,,0,2026-06-04,2026-06-04
"20260529_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_69A - Copy",USD,2.57,1.285,,,0,2026-06-04,2026-06-04
"20260603_JustFit_EN_720x1280_FX-POV_ZT-Lazy_LVL1-Real_LVL2-Fupa_LVL3-Bed_RS-P2X3R1C2_FL_DHR_01A - Copy",USD,8.72,1.744,,,0,2026-06-04,2026-06-04
"20260603_JustFit_EN_720x1280_FX-Hidden_ZT-Lazy_LVL1-Real_LVL2-Fupa_LVL3-Bed_RS-P2X3R1C2_FL_DHR_08A - Copy",USD,5.67,1.89,,,0,2026-06-04,2026-06-04
"20260603_JustFit_EN_720x1280_FX-Hidden_ZT-Lazy_LVL1-Real_LVL2-workoutgame_LVL3-Bed_RS-P2X3R1C2_FL_DHR_11A - Copy",USD,0.38,0,,,0,2026-06-04,2026-06-04
"20260603_JustFit_EN_720x1280_FX-Hidden_ZT-Lazy_LVL1-Real_LVL2-workoutgame_LVL3-Bed_RS-P2X3R1C2_FL_DHR_12A - Copy",USD,3.89,0,,,0,2026-06-04,2026-06-04
"20260603_JustFit_EN_720x1280_FX-Hidden_ZT-Lazy_LVL1-Real_LVL2-Fupa_LVL3-Bed_RS-P2X3R1C2_FL_DHR_09A - Copy",USD,2.33,0,,,0,2026-06-04,2026-06-04
"20260603_JustFit_EN_720x1280_FX-Hidden_ZT-Lazy_LVL1-Real_LVL2-Fupa_LVL3-Bed_RS-P2X3R1C2_FL_DHR_10A - Copy",USD,2.59,2.59,,,0,2026-06-04,2026-06-04
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_FL_24A,USD,6.03,1.5075,,,0,2026-06-04,2026-06-04
"20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_FL_078A - Copy",USD,19.56,3.912,,,0,2026-06-04,2026-06-04
"20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_FL_075A - Copy",USD,0.82,0,,,0,2026-06-04,2026-06-04
