广告名称,货币,"已花费金额 (USD)",单次点击费用（全部）,购物次数,单次购物费用,ROAS,报告开始日期,报告结束日期
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_082A,USD,1.21,0.605,,,0,2026-05-28,2026-05-28
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_072A,USD,0.62,0,,,0,2026-05-28,2026-05-28
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_077A,USD,25.35,2.81666667,,,0,2026-05-28,2026-05-28
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_085A,USD,4.3,2.15,,,0,2026-05-28,2026-05-28
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_096A,USD,7.48,3.74,,,0,2026-05-28,2026-05-28
"20260511_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_13A - Copy",USD,5.17,1.72333333,,,0,2026-05-28,2026-05-28
"20260512_JustFit_EN_720x1280_FX-Ai_ZT-coach_LVL1_typeface_RS-P2X3R1C2_DHR_08A - Copy",USD,4.84,2.42,,,0,2026-05-28,2026-05-28
"20260511_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_11A - Copy",USD,21.59,1.13631579,,,0,2026-05-28,2026-05-28
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_44A,USD,72.44,2.8976,,,0,2026-05-28,2026-05-28
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_35A,USD,50.93,3.183125,,,0,2026-05-28,2026-05-28
20260515_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_mia_41A,USD,1.42,1.42,,,0,2026-05-28,2026-05-28
20260515_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_mia_42A,USD,0.1,0,,,0,2026-05-28,2026-05-28
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_FL_56A,USD,15.23,3.8075,,,0,2026-05-28,2026-05-28
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_093A,USD,8.52,0,,,0,2026-05-28,2026-05-28
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_FL_57A,USD,2.07,0,,,0,2026-05-28,2026-05-28
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_FL_60A,USD,8.6,2.86666667,,,0,2026-05-28,2026-05-28
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_092A,USD,8.53,4.265,,,0,2026-05-28,2026-05-28
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_091A,USD,10.63,1.51857143,,,0,2026-05-28,2026-05-28
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_099A,USD,14.67,3.6675,,,0,2026-05-28,2026-05-28
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_094A,USD,3.88,3.88,,,0,2026-05-28,2026-05-28
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_098A,USD,0.94,0,,,0,2026-05-28,2026-05-28
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_FL_59A,USD,5.2,5.2,,,0,2026-05-28,2026-05-28
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_100A,USD,12.88,12.88,,,0,2026-05-28,2026-05-28
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_FL_58A,USD,0.96,0,,,0,2026-05-28,2026-05-28
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_096A,USD,3.68,1.84,,,0,2026-05-28,2026-05-28
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_095A,USD,11.52,2.88,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_DHR_69A,USD,3.28,1.64,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_77A,USD,20.81,5.2025,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_70A,USD,7.74,7.74,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_DHR_75A,USD,4.71,0,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_74A,USD,17.13,2.14125,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_78A,USD,10.46,5.23,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_DHR_61A,USD,8.98,4.49,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_76A,USD,16.46,5.48666667,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_DHR_65A,USD,8.48,2.82666667,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_DHR_67A,USD,15.09,0,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_68A,USD,7.85,1.9625,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_DHR_64A,USD,7.99,0,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_DHR_73A,USD,23.88,2.17090909,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_72A,USD,6.02,0,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_DHR_71A,USD,3.91,3.91,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_108A,USD,13.89,3.4725,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_66A,USD,4.88,1.62666667,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_102A,USD,20.15,10.075,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_109A,USD,6.95,6.95,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_105A,USD,7.81,2.60333333,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_103A,USD,14.44,3.61,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_100A,USD,8.34,4.17,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_106A,USD,13.52,2.704,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_107A,USD,21.16,1.51142857,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_101A,USD,6.29,1.5725,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_104A,USD,3.87,3.87,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_63A,USD,30.94,3.8675,,,0,2026-05-28,2026-05-28
20260518_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_62A,USD,2.34,0,,,0,2026-05-28,2026-05-28
