广告名称,货币,"已花费金额 (USD)",单次点击费用（全部）,购物次数,单次购物费用,ROAS,报告开始日期,报告结束日期
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_070A,USD,17.63,1.17533333,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_071A,USD,2.28,0,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_095A,USD,6.83,1.7075,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_084A,USD,23.56,1.96333333,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_082A,USD,8.61,2.87,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_072A,USD,6.97,3.485,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_085A,USD,19.77,2.47125,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_096A,USD,6.59,0,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_DHR_10A,USD,15.97,1.597,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_44A,USD,58.56,3.08210526,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_42A,USD,14.87,3.7175,,,0,2026-05-27,2026-05-27
"20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_46A - Copy",USD,16.65,0.925,,,0,2026-05-27,2026-05-27
"20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_42A - Copy",USD,0.07,0,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_44A,USD,23.35,7.78333333,,,0,2026-05-27,2026-05-27
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_27A,USD,12.91,1.84428571,,,0,2026-05-27,2026-05-27
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_33A,USD,6.28,6.28,,,0,2026-05-27,2026-05-27
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_28A,USD,14.76,2.952,,,0,2026-05-27,2026-05-27
20260515_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_mia_43A,USD,7.24,1.81,,,0,2026-05-27,2026-05-27
20260515_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_mia_41A,USD,7.78,1.556,,,0,2026-05-27,2026-05-27
20260515_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_mia_42A,USD,0.21,0,,,0,2026-05-27,2026-05-27
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_31A,USD,11.27,5.635,,,0,2026-05-27,2026-05-27
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_26A,USD,7.38,2.46,,,0,2026-05-27,2026-05-27
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_32A,USD,11.96,0,,,0,2026-05-27,2026-05-27
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_34A,USD,5.52,2.76,,,0,2026-05-27,2026-05-27
"20260515_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_mia_41A - Copy",USD,5.75,2.875,,,0,2026-05-27,2026-05-27
"20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_35A - Copy",USD,23.47,5.8675,,,0,2026-05-27,2026-05-27
"20260515_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_mia_42A - Copy",USD,7.24,7.24,,,0,2026-05-27,2026-05-27
"20260520_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_04A - Copy 3",USD,0.07,0,,,0,2026-05-27,2026-05-27
"20260520_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_16A - Copy 3",USD,14.39,0.95933333,,,0,2026-05-27,2026-05-27
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_FL_56A,USD,12.97,3.2425,,,0,2026-05-27,2026-05-27
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_093A,USD,14.1,7.05,,,0,2026-05-27,2026-05-27
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_FL_57A,USD,6.28,6.28,,,0,2026-05-27,2026-05-27
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_FL_60A,USD,13.38,6.69,,,0,2026-05-27,2026-05-27
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_092A,USD,5.43,0,,,0,2026-05-27,2026-05-27
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_091A,USD,16.87,4.2175,,,0,2026-05-27,2026-05-27
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_099A,USD,10.36,0,,,0,2026-05-27,2026-05-27
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_097A,USD,22.89,22.89,,,0,2026-05-27,2026-05-27
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_094A,USD,3.33,1.665,,,0,2026-05-27,2026-05-27
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_098A,USD,5.15,0,,,0,2026-05-27,2026-05-27
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_FL_59A,USD,20.95,1.90454545,,,0,2026-05-27,2026-05-27
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_100A,USD,11.34,1.62,,,0,2026-05-27,2026-05-27
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZL_pingme_FL_58A,USD,10.04,0,,,0,2026-05-27,2026-05-27
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_096A,USD,24.67,4.11166667,,,0,2026-05-27,2026-05-27
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_095A,USD,5.18,5.18,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_069A,USD,0.73,0,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_063A,USD,18.68,2.66857143,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_062A,USD,8.07,1.614,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_067A,USD,9.22,1.31714286,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_061A,USD,5.01,2.505,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_064A,USD,10.16,0.92363636,,,0,2026-05-27,2026-05-27
20260511_JustFit_EN_9x16_FX-Slim_ZT-follow_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZX_pingme_065A,USD,2.14,2.14,,,0,2026-05-27,2026-05-27
