广告名称,货币,"已花费金额 (USD)",单次点击费用（全部）,购物次数,单次购物费用,ROAS,报告开始日期,报告结束日期
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_098A,USD,21.41,2.37888889,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_48A,USD,16.02,4.005,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_DHR_47A,USD,15.86,1.9825,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_46A,USD,2.17,0,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_50A,USD,20.76,2.96571429,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_096A,USD,12.53,3.1325,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_44A,USD,9.12,9.12,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_DHR_49A,USD,21.29,2.36555556,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_DHR_51A,USD,22.56,2.82,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_DHR_53A,USD,11.04,3.68,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_31A,USD,3.48,0,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_24A,USD,21.32,3.04571429,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_25A,USD,10.01,5.005,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_30A,USD,8.34,1.19142857,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_35A,USD,13.65,3.4125,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_23A,USD,10.69,2.138,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_27A,USD,8.88,8.88,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_28A,USD,20.59,3.43166667,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_33A,USD,9.88,9.88,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_26A,USD,10.65,5.325,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_34A,USD,23.23,7.74333333,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_32A,USD,11,0,,,0,2026-05-29,2026-05-29
"20260525_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_17A - Copy",USD,2.18,0,,,0,2026-05-29,2026-05-29
"20260525_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_18A - Copy",USD,9.27,2.3175,,,0,2026-05-29,2026-05-29
"20260525_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_19A - Copy",USD,0.81,0.405,,,0,2026-05-29,2026-05-29
20260511_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_44A,USD,6.5,3.25,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_11A,USD,5.63,0,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_14A,USD,7.39,2.46333333,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_09A,USD,13.55,2.25833333,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_18A,USD,11.24,1.405,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_13A,USD,10.91,2.182,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_16A,USD,7.13,3.565,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_19A,USD,12.98,3.245,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_17A,USD,2.46,0,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_21A,USD,11.05,3.68333333,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_07A,USD,18.25,1.825,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_15A,USD,2.96,0,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_08A,USD,7.58,1.08285714,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_12A,USD,4.86,4.86,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_20A,USD,6.06,0,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_10A,USD,16.28,1.35666667,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_091A,USD,10.28,5.14,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_095A,USD,13.48,6.74,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_087A,USD,7.33,3.665,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_092A,USD,11.26,1.60857143,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_088A,USD,9.23,4.615,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_094A,USD,1.15,0,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_081A,USD,2.63,0.87666667,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_093A,USD,24.49,8.16333333,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_086A,USD,13.21,6.605,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_084A,USD,9.53,3.17666667,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_089A,USD,15.04,7.52,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_090A,USD,15.04,15.04,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_082A,USD,2.36,2.36,,,0,2026-05-29,2026-05-29
"20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_083A - Copy",USD,2.75,0,,,0,2026-05-29,2026-05-29
"20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_095A - Copy",USD,3.39,0,,,0,2026-05-29,2026-05-29
"20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_091A - Copy",USD,7.4,7.4,,,0,2026-05-29,2026-05-29
"20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_085A - Copy",USD,2.32,0,,,0,2026-05-29,2026-05-29
"20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_086A - Copy",USD,4.23,1.41,,,0,2026-05-29,2026-05-29
"20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_084A - Copy",USD,4.04,4.04,,,0,2026-05-29,2026-05-29
20260515_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_FL_35A,USD,5.7,1.14,,,0,2026-05-29,2026-05-29
20260527_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_WZC_12A,USD,26.56,3.32,,,0,2026-05-29,2026-05-29
20260527_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_WZC_14A,USD,3.98,1.99,,,0,2026-05-29,2026-05-29
20260527_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_WZC_13A,USD,2.61,1.305,,,0,2026-05-29,2026-05-29
20260527_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_WZC_11A,USD,11.4,1.62857143,,,0,2026-05-29,2026-05-29
20260527_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_WZC_17A,USD,0.7,0,,,0,2026-05-29,2026-05-29
20260527_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_dhr_WZC_16A,USD,0.41,0,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_65A,USD,25.43,5.086,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_61A,USD,4.23,0,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_64A,USD,28.61,14.305,,,0,2026-05-29,2026-05-29
20260526_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_07A,USD,1.86,1.86,,,0,2026-05-29,2026-05-29
20260526_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_17A,USD,8.04,1.34,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_58A,USD,1.83,0,,,0,2026-05-29,2026-05-29
20260526_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_09A,USD,29.87,4.26714286,,,0,2026-05-29,2026-05-29
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_60A,USD,0.2,0.2,,,0,2026-05-29,2026-05-29
20260526_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_11A,USD,29.14,2.24153846,,,0,2026-05-29,2026-05-29
20260526_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_20A,USD,32.7,2.97272727,,,0,2026-05-29,2026-05-29
20260526_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_18A,USD,0.49,0,,,0,2026-05-29,2026-05-29
20260526_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_19A,USD,29.76,3.72,,,0,2026-05-29,2026-05-29
20260526_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_21A,USD,0.48,0,,,0,2026-05-29,2026-05-29
"20260526_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_07A - Copy",USD,12.16,1.216,,,0,2026-05-29,2026-05-29
20260529_JustFit_EN_720x1280_FX-Ai_ZT-bikini_LVL1_typeface_RS-P2X3R1C2_DHR_10A,USD,0.16,0.16,,,0,2026-05-29,2026-05-29
20260529_JustFit_EN_720x1280_FX-Ai_ZT-bikini_LVL1_typeface_RS-P2X3R1C2_DHR_12A,USD,6.68,0.95428571,,,0,2026-05-29,2026-05-29
20260529_JustFit_EN_720x1280_FX-Ai_ZT-bikini_LVL1_typeface_RS-P2X3R1C2_DHR_05A,USD,8.46,2.82,,,0,2026-05-29,2026-05-29
