广告名称,货币,"已花费金额 (USD)",单次点击费用（全部）,购物次数,单次购物费用,ROAS,报告开始日期,报告结束日期
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_38A,USD,3.17,3.17,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_37A,USD,5.38,5.38,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_04A,USD,11.04,0.92,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_43A,USD,0.78,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_06A,USD,5.2,5.2,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_02A,USD,6.16,0.385,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_05A,USD,0.58,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_DHR_01A,USD,10.17,0.635625,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_41A,USD,3.99,0.9975,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_100A,USD,1.45,0.725,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_52A,USD,14.04,2.808,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_097A,USD,11.26,0.1759375,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_DHR_43A,USD,4.72,0.78666667,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_DHR_45A,USD,0.94,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_099A,USD,5.82,1.164,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_48A,USD,7.32,1.04571429,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_DHR_47A,USD,13.42,1.22,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_46A,USD,0.58,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_50A,USD,0.37,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_096A,USD,4.5,0.40909091,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_DHR_51A,USD,10.56,1.50857143,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-Ai_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_DHR_53A,USD,10.12,1.12444444,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_31A,USD,1.77,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_24A,USD,3.59,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_25A,USD,3.47,0.8675,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_30A,USD,8.95,2.98333333,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_35A,USD,6.16,3.08,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_23A,USD,7.08,2.36,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_29A,USD,22.98,2.298,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_27A,USD,0.41,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_28A,USD,6.2,2.06666667,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_33A,USD,7.37,7.37,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_26A,USD,6.17,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_ZYL_pingme_32A,USD,3.83,1.915,,,0,2026-05-30,2026-05-30
"20260525_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_17A - Copy",USD,5.19,2.595,,,0,2026-05-30,2026-05-30
"20260525_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_18A - Copy",USD,12.87,1.83857143,,,0,2026-05-30,2026-05-30
"20260525_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_19A - Copy",USD,20.79,1.7325,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_mia_66A,USD,21.05,3.50833333,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_87A,USD,4.71,4.71,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_90A,USD,6.31,0,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_88A,USD,17.43,3.486,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_mia_65A,USD,12.06,6.03,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_86A,USD,2.51,2.51,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_mia_67A,USD,9.48,0,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_mia_61A,USD,21.82,2.42444444,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_mia_68A,USD,0.98,0,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_FL_33A,USD,9.15,4.575,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_89A,USD,5.82,1.455,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_FL_35A,USD,9.97,4.985,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_mia_69A,USD,4.02,4.02,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_FL_30A,USD,13.19,2.638,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_mia_63A,USD,21.99,1.99909091,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_84A,USD,4.12,2.06,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_mia_62A,USD,20.94,3.49,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_FL_31A,USD,22.68,2.835,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_82A,USD,5.25,5.25,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_mia_64A,USD,3.56,1.18666667,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WYN_pingme_mia_70A,USD,7.75,1.9375,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_FL_29A,USD,9.36,3.12,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_FL_27A,USD,1.92,0,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_FL_28A,USD,20.9,1.9,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_FL_32A,USD,23.76,1.82769231,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_85A,USD,3.83,0,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_81A,USD,4.21,2.105,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_FL_34A,USD,21.98,1.46533333,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_WPL_pingme_FL_83A,USD,4.48,4.48,,,0,2026-05-30,2026-05-30
20260522_JustFit_EN_9x16_FX-Slim_ZT-dancemachine_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_LLX_pingme_FL_26A,USD,5.83,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_091A,USD,4.55,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_095A,USD,21.86,1.093,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_086A,USD,2.98,1.49,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_084A,USD,2.89,2.89,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_085A,USD,11.53,1.92166667,,,0,2026-05-30,2026-05-30
"20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_083A - Copy",USD,3.22,0,,,0,2026-05-30,2026-05-30
"20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_095A - Copy",USD,5.38,0,,,0,2026-05-30,2026-05-30
"20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_091A - Copy",USD,9.12,0,,,0,2026-05-30,2026-05-30
"20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_085A - Copy",USD,6.3,3.15,,,0,2026-05-30,2026-05-30
"20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_086A - Copy",USD,1.48,1.48,,,0,2026-05-30,2026-05-30
"20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_DHR_084A - Copy",USD,13.3,2.66,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_15A,USD,1.2,1.2,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_14A,USD,0.08,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_16A,USD,8.56,8.56,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_13A,USD,7.05,3.525,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_23A,USD,12.37,1.54625,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_12A,USD,0.08,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-FUPA_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_08A,USD,9.19,2.2975,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-FUPA_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_12A,USD,24.79,2.75444444,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-FUPA_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_10A,USD,2.57,2.57,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_08A,USD,20.31,5.0775,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_02A,USD,0.62,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_02A,USD,4.84,4.84,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_10A,USD,3.1,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_01A,USD,0.05,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-FUPA_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_09A,USD,23.28,1.79076923,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_03A,USD,3.74,3.74,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_06A,USD,10.25,0,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_09A,USD,14.97,7.485,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_11A,USD,11.46,2.865,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_07A,USD,11.83,11.83,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_01A,USD,6.09,2.03,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_05A,USD,22.25,3.17857143,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_720x1280_FX-Ai_ZT-Plot_LVL1_typeface_RS-P2X3R1C2_DHR_04A,USD,5.63,0,,,0,2026-05-30,2026-05-30
"20260525_JustFit_EN_720x1280_FX-FUPA_ZT-workout_LVL1_typeface_RS-P2X1R1C2_WZC_09A - Copy",USD,3.8,0.95,,,0,2026-05-30,2026-05-30
20260526_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_07A,USD,15.33,5.11,,,0,2026-05-30,2026-05-30
20260526_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_17A,USD,0.61,0,,,0,2026-05-30,2026-05-30
20260526_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_15A,USD,8.07,2.0175,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_62A,USD,19.23,6.41,,,0,2026-05-30,2026-05-30
20260525_JustFit_EN_9x16_FX-AI_ZT-coach_LVL1_typeface_LVL2_web2sale_RS-P2X2R3C2_YZY_pingme_57A,USD,10.93,1.82166667,,,0,2026-05-30,2026-05-30
"20260526_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_07A - Copy",USD,15.65,1.42272727,,,0,2026-05-30,2026-05-30
"20260526_JustFit_EN_720x1280_FX-Plot_ZT-workout_LVL1_typeface_RS-P2X3R1C2_DHR_FL_15A - Copy",USD,1.94,0,,,0,2026-05-30,2026-05-30
20260529_JustFit_EN_9x16_FX-Slim_ZT-womon6_LVL1-typeface_RS-P2X1R2C1_095KB_DHR_FL_JR_RMG-4769,USD,26.46,0.98,,,0,2026-05-30,2026-05-30
